beds,baths,sqft,built_year,lot_acres,has_garage,has_renovation,price,city_Arlington,city_Boston,city_Charlotte,city_Denver,city_Edison,city_Fresno,city_Grand Rapids,city_Houston,city_Idaho Falls,city_Jacksonville,neighborhood_Downtown,neighborhood_Rural,neighborhood_Suburban
-0.7306101215877384,-1.2929769667303894,-0.005022000723871443,-0.40328701196956795,2.6543627124037985,0,0,748917,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.7306101215877384,0.4830902952619038,0.3595330043332707,1.4318113540756214,0.4694154443285779,1,1,508028,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.435832246672428,1.3711239262580504,1.1210100476068339,-1.0793758836704272,-0.0578165002686974,1,0,600298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.7306101215877384,-1.2929769667303894,0.502629361458504,0.4659701087886796,0.45715423631468777,0,1,729142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.435832246672428,-1.2929769667303894,-0.18218891906939846,0.4176780465243325,0.2977585321341163,0,0,641911,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6798341285816407,-1.2929769667303894,0.3987141497366084,0.707430420110415,0.7906590942924993,1,1,646670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.02538799650304885,-1.2929769667303894,0.2811707135265953,-0.8862076346130389,-1.0534265909965757,1,0,502202,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.435832246672428,-1.2929769667303894,1.7564260143653108,-0.7896235100843446,0.06234333826742594,1,0,1003579,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6798341285816407,-1.2929769667303894,0.14148141252339128,1.2869351672825802,0.21193007603688532,1,1,524908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.435832246672428,1.3711239262580504,-0.4189793195504394,-0.016950513854791273,-0.2785182445187196,1,0,555234,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.435832246672428,-0.4049433357342428,0.4327847109569021,-0.49987113649826215,0.5993842492758134,0,0,613880,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.02538799650304885,-1.2929769667303894,0.17555197374368495,0.8523066069034563,2.735286685295473,1,0,720705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.3850562536663305,-0.4049433357342428,-1.6335948270539082,-0.40328701196956795,-0.10440909072147991,1,1,366530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.3850562536663305,1.3711239262580504,-0.04249961806619447,-0.8379155723486917,0.48167665234246804,0,1,540752,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.435832246672428,1.3711239262580504,-0.12937954917794328,-0.5964552610269563,1.9922574796537318,1,0,517279,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
